01 30 01;1;" ";01;30;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 30 02;1;" ";01;30;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 30 03;1;" ";01;30;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 30 04;1;" ";01;30;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 31 01;1;" ";01;31;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 31 02;1;" ";01;31;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 31 03;1;" ";01;31;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 31 04;1;" ";01;31;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 32 01;1;" ";01;32;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 32 02;1;" ";01;32;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 32 03;1;" ";01;32;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 32 04;1;" ";01;32;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 33 01;1;" ";01;33;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 33 02;1;" ";01;33;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 33 03;1;" ";01;33;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 33 04;1;" ";01;33;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 34 01;1;" ";01;34;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 34 02;1;" ";01;34;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 34 03;1;" ";01;34;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 34 04;1;" ";01;34;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 35 01;1;" ";01;35;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 35 02;1;" ";01;35;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 35 03;1;" ";01;35;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 35 04;1;" ";01;35;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 36 01;1;" ";01;36;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 36 02;1;" ";01;36;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 36 03;1;" ";01;36;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 36 04;1;" ";01;36;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 37 01;1;" ";01;37;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 37 02;1;" ";01;37;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 37 03;1;" ";01;37;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 37 04;1;" ";01;37;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 38 01;1;" ";01;38;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 38 02;1;" ";01;38;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 38 03;1;" ";01;38;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 38 04;1;" ";01;38;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 39 01;1;" ";01;39;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 39 02;1;" ";01;39;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 39 03;1;" ";01;39;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 39 04;1;" ";01;39;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 40 01;1;" ";01;40;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 40 02;1;" ";01;40;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 40 03;1;" ";01;40;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 40 04;1;" ";01;40;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 41 01;1;" ";01;41;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 41 02;1;" ";01;41;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 41 03;1;" ";01;41;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 41 04;1;" ";01;41;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 42 01;1;" ";01;42;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 42 02;1;" ";01;42;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 42 03;1;" ";01;42;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
01 42 04;1;" ";01;42;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
02 01 01;1;" ";02;01;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;SOVR-003/41;240.000000000;CARTA SOVRAPACCO KRAFT AVANA FORMATO 33X40 - PACCO DA 10 KG
02 01 02;1;" ";02;01;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
02 01 03;1;" ";02;01;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;SOTT-022;16200.000000000;BUSTE SOTTOVUOTO 350X500 X ALIMENTI
02 01 04;1;" ";02;01;04;" ";S;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;SOTT-011;51400.000000000;BUSTE SOTTOVUOTO 250X350 X ALIMENTI
02 02 01;1;" ";02;02;01;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;SOVR-003/42;190.000000000;CARTA SOVRAPACCO KRAFT AVANA FORMATO 37X50 - PACCO DA 10 KG
02 02 02;1;" ";02;02;02;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;;0.000000000;
02 02 03;1;" ";02;02;03;" ";P;0.000000000;0.000000000;0.000000000;S;" ";N;NULL;5;SOVR-003/84;20.000000000;CARTA SOVRAPACCO KRAFT AVANA FORMATO 75X100 (PACCO DA 10 KG)
